TADIG_Code,ip_address_range
GHASC,196.201.58.0/24
GIBGT,195.244.214.128/26
GIBGT,195.244.199.48/28
GIBGT,195.244.199.64/28
GIBGT,195.244.203.128/28
GIBGT,195.244.203.160/28
GNBSB,213.137.129.40/29
GNBSB,213.137.133.160/27
GNBSB,154.73.60.0/27
GNBSB,154.73.60.96/28
GRCCO,94.143.179.0/28
GRCCO,94.143.179.64/28
GRCCO,193.16.219.0/27
GRCCO,193.16.219.32/29
GRCCO,193.16.219.64/27
GRCCO,193.16.219.96/27
GRCCO,193.16.219.160/29
GRCCO,193.16.219.168/29
GRCCO,193.16.219.176/28
GRCCO,193.16.219.192/27
GRCCO,193.16.219.224/28
GRCCO,193.16.219.240/28
GRCCO,94.143.179.128/28
GRCCO,94.143.179.32/28
GRCCO,94.143.179.0/24
GRCCO,193.16.219.0/24
GRCQT,212.152.90.0/27
GRCQT,212.152.90.128/27
GRCQT,212.152.90.160/27
GRCQT,212.152.90.192/27
GRCQT,212.152.92.0/26
GRCQT,212.152.92.64/26
GRCQT,212.152.92.128/26
GRCQT,212.152.90.32/27
GRCQT,212.152.66.16/28
GRCQT,212.152.92.64/29
GRCQT,212.152.92.80/29
GRCQT,212.152.92.96/29
GRCQT,212.152.92.49/32
GRCQT,212.152.92.51/32
GRCQT,212.152.92.53/32
GRCQT,176.58.254.32/32
GRCQT,176.58.254.33/32
GRCQT,176.58.254.34/32
GRCQT,176.58.254.35/32
GRCQT,176.58.254.36/32
GRCQT,176.58.254.37/32
GRCQT,176.58.254.38/32
GRCQT,176.58.254.39/32
GRCQT,176.58.254.40/32
GRCQT,176.58.254.41/32
GRCQT,176.58.254.42/32
GRCQT,176.58.254.43/32
GRCQT,176.58.252.0/25
GRCQT,176.58.252.128/25
GRCQT,176.58.253.0/25
GRCQT,176.58.253.128/25
GRCQT,176.58.254.0/28
GRCQT,176.58.254.16/28
GRCSH,212.152.90.0/27
GRCSH,212.152.90.128/27
GRCSH,212.152.90.160/27
GRCSH,212.152.90.192/27
GRCSH,212.152.92.0/26
GRCSH,212.152.92.64/26
GRCSH,212.152.92.128/26
GRCSH,212.152.90.32/27
GRCSH,212.152.66.16/28
GRCSH,212.152.92.64/29
GRCSH,212.152.92.80/29
GRCSH,212.152.92.96/29
GRCSH,212.152.92.49/32
GRCSH,212.152.92.51/32
GRCSH,212.152.92.53/32
GRCSH,176.58.254.32/32
GRCSH,176.58.254.33/32
GRCSH,176.58.254.34/32
GRCSH,176.58.254.35/32
GRCSH,176.58.254.36/32
GRCSH,176.58.254.37/32
GRCSH,176.58.254.38/32
GRCSH,176.58.254.39/32
GRCSH,176.58.254.40/32
GRCSH,176.58.254.41/32
GRCSH,176.58.254.42/32
GRCSH,176.58.254.43/32
GRCSH,176.58.252.0/25
GRCSH,176.58.252.128/25
GRCSH,176.58.253.0/25
GRCSH,176.58.253.128/25
GRCSH,176.58.254.0/28
GRCSH,176.58.254.16/28
GRLTG,194.177.224.192/28
GRLTG,194.177.242.152/29
GRLTG,194.177.242.168/29
GRLTG,178.170.132.0/25
GTMSC,216.230.137.0/28
GTMSC,216.230.147.240/28
GTMSC,186.77.128.0/28
GTMSC,186.77.128.16/28
GTMSC,186.77.128.32/28
GTMSC,186.26.112.80/28
GTMSC,200.62.106.80/28
GTMSC,200.62.106.0/26
GTMSC,200.62.106.192/28
GTMSC,200.62.106.64/28
GTMSC,200.107.124.64/26
GTMSC,201.190.34.0/28
GTMSC,200.6.239.224/28
GTMSC,190.148.15.152/29
GTMSC,181.209.135.32/29
GTMSC,190.56.112.128/29
GTMSC,190.56.112.224/30
GTMSC,190.56.112.152/29
GTMSC,190.56.112.160/30
GTMSC,216.230.133.0/26
GTMSC,190.143.131.160/27
GTMSC,190.143.175.0/24
GTMSC,186.151.46.128/29
GTMSC,186.151.46.192/27
GTMSC,190.56.57.128/28
HKG35,91.221.82.96/27
HKG35,185.47.24.64/26
HKG35,195.211.13.96/27
HKGH3,202.45.89.0/24
HKGH3,203.145.67.0/24
HKGH3,203.145.70.0/24
HKGH3,203.145.68.0/24
HKGH3,203.145.65.0/25
HKGHT,203.145.65.0/25
HKGM3,202.4.197.128/25
HKGM3,202.4.198.0/24
HKGM3,202.4.210.0/25
HKGM3,203.210.10.0/24
HKGM3,203.210.11.0/24
HKGM3,110.4.10.0/24
HKGM3,14.0.184.0/24
HKGM3,14.0.185.0/24
HKGM3,131.166.134.0/24
HKGM3,131.166.136.0/24
HKGM3,131.166.130.0/24
HKGM3,131.166.132.0/24
HKGM3,131.166.163.32/29
HKGM3,131.166.165.32/29
HKGM3,131.166.165.48/29
HKGM3,65.72.92.0/24
HKGM3,65.72.93.0/24
HKGM3,65.72.94.0/24
HKGM3,213.144.191.56/29
HKGM3,213.144.191.224/29
HKGM3,213.144.191.216/30
HKGM3,213.144.191.220/30
HKGM3,74.118.67.0/27
HKGM3,74.118.67.32/27
HKGMC,202.4.197.128/25
HKGMC,202.4.198.0/24
HKGMC,202.4.210.0/25
HKGMC,203.210.10.0/24
HKGMC,203.210.11.0/24
HKGMC,110.4.10.0/24
HKGMC,14.0.184.0/24
HKGMC,14.0.185.0/24
HKGMC,131.166.134.0/24
HKGMC,131.166.136.0/24
HKGMC,131.166.130.0/24
HKGMC,131.166.132.0/24
HKGMC,131.166.163.32/29
HKGMC,131.166.165.32/29
HKGMC,131.166.165.48/29
HKGMC,65.72.92.0/24
HKGMC,65.72.93.0/24
HKGMC,65.72.94.0/24
HKGMC,213.144.191.216/29
HKGSM,203.78.34.0/24
HKGSM,203.78.44.0/24
HKGSM,203.78.46.0/24
HKGSM,203.78.47.0/24
HKGSM,185.39.52.26/32
HKGSM,185.39.52.27/32
HKGSM,193.240.51.81/32
HKGSM,103.228.99.16/28
HKGSM,103.228.98.48/28
HKGSM,170.76.176.48/28
HKGSM,170.76.177.48/28
HKGSM,103.95.103.0/24
HKGSM,199.255.5.16/29
HKGSM,115.112.166.64/27
HKGSM,115.110.223.128/27
HKGSM,115.112.166.32/27
HKGSM,115.112.166.0/27
HKGSM,115.110.223.224/27
HKGSM,121.240.221.176/28
HKGSM,203.78.35.0/24
HKGSM,203.78.45.0/24
HKGSM,192.234.88.32/28
HKGSM,192.234.88.48/28
HKGSM,185.81.136.160/28
HKGSM,193.240.51.80/29
HKGSM,4.15.38.104/29
HKGSM,192.234.88.96/28
HKGSM,192.234.88.112/28
HKGSM,185.39.52.24/29
HKGSM,185.39.54.24/29
HKGSM,185.15.12.0/28
HKGSM,185.15.12.16/28
HKGSM,14.140.102.48/28
HKGSM,131.166.130.248/32
HKGSM,131.166.130.249/32
HKGSM,203.81.182.192/29
HKGSM,131.166.134.55/32
HKGSM,131.166.136.55/32
HKGSM,131.166.130.0/24
HKGSM,131.166.132.0/24
HKGSM,131.166.181.0/27
HKGSM,131.166.181.32/27
HKGSM,103.1.18.0/24
HKGSM,103.1.19.0/24
HKGSM,131.166.181.192/27
HKGSM,131.166.181.224/27
HKGTC,203.210.10.0/24
HKGTC,203.210.11.0/24
HKGTC,110.4.10.0/24
HKGTC,202.4.198.0/24
HKGTC,202.4.210.0/25
HKGTC,202.4.197.128/25
HKGTC,14.0.184.0/24
HKGTC,14.0.185.0/24
HKGTC,131.166.134.0/24
HKGTC,131.166.136.0/24
HKGTC,131.166.130.0/24
HKGTC,131.166.132.0/24
HKGTC,131.166.163.32/29
HKGTC,131.166.165.32/29
HKGTC,131.166.165.48/29
HKGTC,65.72.92.0/24
HKGTC,65.72.93.0/24
HKGTC,65.72.94.0/24
HKGTC,74.118.67.32/27
HKGTC,213.144.191.56/29
HKGTC,213.144.191.224/29
HKGTC,213.144.191.216/30
HKGTC,213.144.191.220/30
HKGTC,74.118.67.0/27
HRVT2,130.244.236.128/29
HRVT2,130.244.211.160/27
HRVT2,130.244.209.0/24
HRVT2,213.100.88.0/22
HRVT2,213.102.162.16/28
HRVT2,213.102.162.144/28
HRVT2,86.32.8.0/23
HRVT2,86.32.10.0/24
HRVVI,193.111.164.0/24
HUNH1,217.79.139.0/24
HUNH1,217.79.130.0/24
HUNH2,212.51.96.0/21
IDNTS,203.130.200.0/24
IDNTS,202.3.222.0/23
IDNTS,221.132.192.0/18
IDNTS,202.3.219.111/32
IDNTS,221.132.224.0/19
IDNTS,221.132.200.0/22
IDNTS,202.2.223.189/32
IDNTS,221.132.192.0/19
IDNTS,114.126.57.144/30
IND07,112.110.244.96/27
IND07,112.110.254.192/27
IND07,112.110.245.96/27
IND07,112.110.132.120/29
IND07,112.110.132.112/29
IND07,112.110.129.32/27
IND07,112.110.132.32/28
IND07,112.110.132.112/28
IND07,112.110.34.0/24
IND07,112.110.81.0/24
IND07,112.110.244.0/24
IND07,112.110.243.0/24
IND07,112.110.245.0/24
IND07,112.110.254.0/24
IND07,112.110.255.0/24
IND07,112.110.80.0/24
IND07,112.110.129.0/24
IND07,112.110.130.0/24
IND07,112.110.131.0/24
IND07,112.110.132.0/24
IND07,112.110.130.112/28
IND07,112.110.84.0/24
IND07,112.110.100.0/24
IND07,112.110.101.0/24
IND07,112.110.167.0/24
IND07,112.110.102.0/24
IND07,112.110.103.0/24
IND07,112.110.243.130/32
IND07,112.110.243.146/32
IND07,112.110.254.168/32
IND07,112.110.254.169/32
IND07,112.110.254.171/32
IND07,112.110.160.0/24
IND07,112.110.162.0/24
IND07,112.110.163.0/24
IND07,112.110.164.0/24
IND07,112.110.165.0/24
IND07,112.110.166.0/24
IND07,112.110.108.0/24
IND07,112.110.243.154/32
IND07,112.110.243.170/32
IND07,112.110.82.0/24
IND07,112.110.64.0/22
IND07,112.110.68.0/24
IND07,203.88.2.0/23
IND07,203.88.4.0/23
IND07,203.88.18.0/23
IND07,203.88.20.0/23
IND07,203.88.1.32/27
IND07,203.88.12.0/22
IND07,203.88.0.0/25
IND07,203.88.1.64/26
IND07,203.88.28.0/24
IND07,203.88.29.0/24
IND07,203.88.25.0/24
IND07,112.110.240.0/24
IND07,203.88.24.0/21
IND07,112.110.161.0/24
IND07,112.110.69.0/24
IND07,112.110.70.0/24
IND07,112.110.76.0/24
INDAT,61.95.248.0/24
INDAT,117.98.238.192/26
INDAT,117.99.96.0/26
INDAT,117.99.129.0/27
INDAT,117.99.129.32/27
INDAT,117.99.129.64/27
INDAT,117.99.129.128/27
INDAT,117.99.129.160/27
INDAT,117.99.129.192/27
INDAT,117.99.129.224/27
INDAT,117.99.130.0/24
INDAT,117.99.131.0/26
INDAT,122.170.0.0/24
INDAT,122.170.1.0/24
INDAT,125.18.124.128/27
INDAT,125.19.6.32/27
INDAT,125.19.15.0/25
INDAT,125.19.15.128/27
INDAT,125.19.24.0/24
INDAT,125.19.25.64/26
INDAT,125.19.25.128/25
INDAT,202.56.244.0/27
INDAT,203.145.188.128/29
INDAT,223.224.41.0/24
INDAT,223.224.44.0/24
INDAT,223.224.46.0/24
INDAT,223.224.47.0/24
INDAT,223.224.59.0/24
INDAT,223.224.63.0/24
INDAT,223.224.66.0/24
INDAT,223.224.96.0/22
INDAT,223.224.112.0/21
INDAT,223.224.103.0/24
INDAT,117.98.241.0/26
INDAT,223.224.40.0/24
INDAT,223.224.124.0/24
INDAT,223.224.125.0/24
INDAT,223.224.128.0/24
INDAT,223.224.144.0/21
INDAT,223.224.160.0/21
INDAT,223.224.184.0/21
INDAT,117.96.112.0/21
INDAT,223.224.104.224/27
INDAT,223.224.104.104/29
INDAT,106.209.228.0/22
INDAT,106.209.236.0/22
INDAT,106.209.244.0/22
INDAT,106.209.252.0/22
INDB1,203.196.203.192/27
INDB1,203.196.203.224/27
INDB1,203.196.203.205/32
INDB1,203.196.203.212/32
INDB1,203.196.203.215/32
INDBI,112.110.244.48/29
INDBI,112.110.244.56/29
INDBI,112.110.244.160/28
INDBI,112.110.243.96/28
INDBI,112.110.34.0/24
INDBI,112.110.81.0/24
INDBI,112.110.244.0/24
INDBI,112.110.243.0/24
INDBI,112.110.245.0/24
INDBI,112.110.254.0/24
INDBI,112.110.255.0/24
INDBI,112.110.80.0/24
INDBI,112.110.129.0/24
INDBI,112.110.130.0/24
INDBI,112.110.131.0/24
INDBI,112.110.132.0/24
INDBI,112.110.164.0/24
INDBI,112.110.166.40/29
INDBI,112.110.166.112/28
INDBI,112.110.84.0/24
INDBI,112.110.100.0/24
INDBI,112.110.101.0/24
INDBI,112.110.167.0/24
INDBI,112.110.102.0/24
INDBI,112.110.104.0/24
INDBI,112.110.105.0/24
INDBI,112.110.160.0/24
INDBI,112.110.161.0/24
INDBI,112.110.163.0/24
INDBI,112.110.165.0/24
INDBI,112.110.166.0/24
INDBI,112.110.82.0/24
INDBI,112.110.108.0/24
INDBI,112.110.64.0/22
INDBI,112.110.68.0/24
INDBI,203.88.2.0/23
INDBI,203.88.4.0/23
INDBI,203.88.18.0/23
INDBI,203.88.20.0/23
INDBI,203.88.1.32/27
INDBI,203.88.12.0/22
INDBI,203.88.0.0/25
INDBI,203.88.1.64/26
INDBI,203.88.25.0/24
INDBI,203.88.28.0/24
INDBI,203.88.29.0/24
INDBI,112.110.62.0/24
INDBI,112.110.240.0/24
INDBI,203.88.24.0/21
INDBI,112.110.162.0/24
INDBI,112.110.69.0/24
INDBI,112.110.70.0/24
INDBI,112.110.76.0/24
INDBK,203.88.2.0/23
INDBK,203.88.4.0/23
INDBK,203.88.18.0/23
INDBK,203.88.20.0/23
INDBK,203.88.1.32/27
INDBK,203.88.1.64/26
INDBK,203.88.12.0/22
INDBM,203.88.2.0/23
INDBM,203.88.4.0/23
INDBM,203.88.18.0/23
INDBM,203.88.20.0/23
INDBM,203.88.1.32/27
INDBO,112.110.244.16/29
INDBO,112.110.244.24/29
INDBO,112.110.130.64/28
INDBO,112.110.132.80/29
INDBO,112.110.130.96/28
INDBO,112.110.244.0/24
INDBO,112.110.244.160/28
INDBO,112.110.34.0/24
INDBO,112.110.81.0/24
INDBO,112.110.243.0/24
INDBO,112.110.245.0/24
INDBO,112.110.254.0/24
INDBO,112.110.255.0/24
INDBO,112.110.80.0/24
INDBO,112.110.129.0/24
INDBO,112.110.130.0/24
INDBO,112.110.131.0/24
INDBO,112.110.132.0/24
INDBO,112.110.160.0/24
INDBO,112.110.162.0/24
INDBO,112.110.161.0/24
INDBO,112.110.163.0/24
INDBO,112.110.164.0/24
INDBO,112.110.241.0/24
INDBO,112.110.242.0/24
INDBO,112.110.165.0/24
INDBO,112.110.84.0/24
INDBO,112.110.101.0/24
INDBO,112.110.100.0/24
INDBO,112.110.167.0/24
INDBO,112.110.102.0/24
INDBO,112.110.103.0/24
INDBO,112.110.166.0/24
INDBO,112.110.82.0/24
INDBO,112.110.108.0/24
INDBO,112.110.64.0/22
INDBO,112.110.68.0/24
INDBO,203.88.2.0/23
INDBO,203.88.4.0/23
INDBO,203.88.18.0/23
INDBO,203.88.20.0/23
INDBO,203.88.1.32/27
INDBO,203.88.12.0/22
INDBO,203.88.0.0/25
INDBO,203.88.1.64/26
INDBO,203.88.28.0/24
INDBO,203.88.29.0/24
INDBO,203.88.25.0/24
INDBO,112.110.240.0/24
INDBO,203.88.24.0/21
INDBO,112.110.69.0/24
INDBO,112.110.70.0/24
INDBO,112.110.76.0/24
INDBT,203.88.2.0/23
INDBT,203.88.4.0/23
INDBT,203.88.18.0/23
INDBT,203.88.20.0/23
INDBT,203.88.1.32/27
INDCC,203.88.2.0/23
INDCC,203.88.4.0/23
INDCC,203.88.18.0/23
INDCC,203.88.20.0/23
INDCC,200.88.1.32/27
INDDL,202.159.213.48/28
INDDL,202.159.223.128/26
INDDL,202.159.213.45/32
INDDL,202.159.200.0/24
INDE1,203.88.2.0/23
INDE1,203.88.4.0/23
INDE1,203.88.18.0/23
INDE1,203.88.20.0/23
INDE1,203.88.1.32/27
INDE1,112.110.84.0/24
INDEH,112.110.254.240/28
INDEH,112.110.129.0/27
INDEH,112.110.132.16/28
INDEH,112.110.34.0/24
INDEH,112.110.81.0/24
INDEH,112.110.244.0/24
INDEH,112.110.245.0/24
INDEH,112.110.254.0/24
INDEH,112.110.255.0/24
INDEH,112.110.243.0/24
INDEH,112.110.80.0/24
INDEH,112.110.129.0/24
INDEH,112.110.130.0/24
INDEH,112.110.132.0/24
INDEH,112.110.131.0/24
INDEH,112.110.162.0/24
INDEH,112.110.163.0/24
INDEH,112.110.84.0/24
INDEH,112.110.100.0/24
INDEH,112.110.101.0/24
INDEH,112.110.167.0/24
INDEH,112.110.102.0/24
INDEH,112.110.160.0/24
INDEH,112.110.161.0/24
INDEH,112.110.164.0/24
INDEH,112.110.165.0/24
INDEH,112.110.166.0/24
INDEH,112.110.82.0/24
INDEH,112.110.108.0/24
INDEH,112.110.64.0/22
INDEH,112.110.68.0/24
INDEH,203.88.2.0/23
INDEH,203.88.4.0/23
INDEH,203.88.18.0/23
INDEH,203.88.20.0/23
INDEH,203.88.1.32/27
INDEH,203.88.12.0/22
INDEH,203.88.0.0/25
INDEH,203.88.1.64/26
INDEH,203.88.28.0/24
INDEH,203.88.29.0/24
INDEH,203.88.25.0/24
INDEH,112.110.240.0/24
INDEH,203.88.24.0/21
INDEH,112.110.69.0/24
INDEH,112.110.70.0/24
INDEH,112.110.76.0/24
INDEK,112.110.154.224/28
INDEK,112.110.131.48/28
INDEK,112.110.132.8/30
INDEK,112.110.132.96/30
INDEK,112.110.131.24/29
INDEK,112.110.34.0/24
INDEK,112.110.81.0/24
INDEK,112.110.244.0/24
INDEK,112.110.243.0/24
INDEK,112.110.245.0/24
INDEK,112.110.254.0/24
INDEK,112.110.255.0/24
INDEK,112.110.80.0/24
INDEK,112.110.129.0/24
INDEK,112.110.130.0/24
INDEK,112.110.131.0/24
INDEK,112.110.132.0/24
INDEK,112.110.164.96/28
INDEK,112.110.84.0/24
INDEK,112.110.100.0/24
INDEK,112.110.101.0/24
INDEK,112.110.167.0/24
INDEK,112.110.102.0/24
INDEK,112.110.103.0/24
INDEK,112.110.160.0/24
INDEK,112.110.161.0/24
INDEK,112.110.163.0/24
INDEK,112.110.164.0/24
INDEK,112.110.165.0/24
INDEK,112.110.166.0/24
INDEK,112.110.82.0/24
INDEK,112.110.108.0/24
INDEK,112.110.64.0/22
INDEK,112.110.68.0/24
INDEK,203.88.2.0/23
INDEK,203.88.4.0/23
INDEK,203.88.18.0/23
INDEK,203.88.20.0/23
INDEK,203.88.1.32/27
INDEK,203.88.12.0/22
INDEK,203.88.0.0/25
INDEK,203.88.1.64/26
INDEK,203.88.28.0/24
INDEK,203.88.29.0/24
INDEK,203.88.25.0/24
INDEK,112.110.240.0/24
INDEK,203.88.24.0/21
INDEK,112.110.162.0/24
INDEK,112.110.69.0/24
INDEK,112.110.70.0/24
INDEK,112.110.76.0/24
INDEU,112.110.245.32/27
INDEU,112.110.244.64/27
INDEU,112.110.34.0/27
INDEU,112.110.81.0/24
INDEU,112.110.244.0/24
INDEU,112.110.243.0/24
INDEU,112.110.245.0/24
INDEU,112.110.254.0/24
INDEU,112.110.255.0/24
INDEU,112.110.80.0/24
INDEU,112.110.129.0/24
INDEU,112.110.130.0/24
INDEU,112.110.131.0/24
INDEU,112.110.132.0/24
INDEU,112.110.129.160/27
INDEU,112.110.165.192/26
INDEU,112.110.166.0/24
INDEU,112.110.162.0/24
INDEU,112.110.84.0/24
INDEU,112.110.100.0/24
INDEU,112.110.101.0/24
INDEU,112.110.167.0/24
INDEU,112.110.160.0/24
INDEU,112.110.161.0/24
INDEU,112.110.163.0/24
INDEU,112.110.164.0/24
INDEU,112.110.165.0/24
INDEU,112.110.82.0/24
INDEU,112.110.102.0/24
INDEU,112.110.108.0/24
INDEU,112.110.64.0/22
INDEU,112.110.68.0/24
INDEU,203.88.2.0/23
INDEU,203.88.4.0/23
INDEU,203.88.18.0/23
INDEU,203.88.20.0/23
INDEU,203.88.1.32/27
INDEU,203.88.12.0/22
INDEU,203.88.0.0/25
INDEU,203.88.1.64/26
INDEU,203.88.28.0/24
INDEU,203.88.29.0/24
INDEU,112.110.240.0/24
INDEU,203.88.24.0/21
INDEU,112.110.69.0/24
INDEU,112.110.70.0/24
INDEU,112.110.76.0/24
INDIB,112.110.244.224/27
INDIB,112.110.254.240/28
INDIB,112.110.34.0/24
INDIB,112.110.81.0/24
INDIB,112.110.244.0/24
INDIB,112.110.243.0/24
INDIB,112.110.245.0/24
INDIB,112.110.254.0/24
INDIB,112.110.255.0/24
INDIB,112.110.80.0/24
INDIB,112.110.129.0/24
INDIB,112.110.130.0/24
INDIB,112.110.131.0/24
INDIB,112.110.132.0/24
INDIB,112.110.162.0/24
INDIB,112.110.165.0/24
INDIB,112.110.167.0/24
INDIB,112.110.166.128/25
INDIB,112.110.84.0/24
INDIB,112.110.100.0/24
INDIB,112.110.101.0/24
INDIB,112.110.160.0/24
INDIB,112.110.161.0/24
INDIB,112.110.163.0/24
INDIB,112.110.164.0/24
INDIB,112.110.166.0/24
INDIB,112.110.82.0/24
INDIB,112.110.102.0/24
INDIB,112.110.108.0/24
INDIB,112.110.64.0/22
INDIB,112.110.68.0/24
INDIB,203.88.2.0/23
INDIB,203.88.4.0/23
INDIB,203.88.18.0/23
INDIB,203.88.20.0/23
INDIB,203.88.1.32/27
INDIB,203.88.12.0/22
INDIB,203.88.0.0/25
INDIB,203.88.1.64/26
INDIB,203.88.28.0/24
INDIB,203.88.29.0/24
INDIB,203.88.25.0/24
INDIB,112.110.240.0/24
INDIB,203.88.24.0/21
INDIB,112.110.69.0/24
INDIB,112.110.70.0/24
INDIB,112.110.76.0/24
INDID,112.110.244.128/27
INDID,112.110.244.192/28
INDID,112.110.129.96/28
INDID,112.110.129.112/28
INDID,112.110.132.128/28
INDID,112.110.34.0/24
INDID,112.110.81.0/24
INDID,112.110.244.0/24
INDID,112.110.243.0/24
INDID,112.110.245.0/24
INDID,112.110.254.0/24
INDID,112.110.255.0/24
INDID,112.110.80.0/24
INDID,112.110.129.0/24
INDID,112.110.130.0/24
INDID,112.110.132.0/24
INDID,112.110.160.0/24
INDID,112.110.162.0/24
INDID,112.110.163.0/24
INDID,112.110.84.0/24
INDID,112.110.100.0/24
INDID,112.110.101.0/24
INDID,112.110.167.0/24
INDID,112.110.131.0/24
INDID,112.110.161.0/24
INDID,112.110.164.0/24
INDID,112.110.165.0/24
INDID,112.110.166.0/24
INDID,112.110.82.0/24
INDID,112.110.102.0/24
INDID,112.110.108.0/24
INDID,112.110.64.0/22
INDID,112.110.68.0/24
INDID,203.88.2.0/23
INDID,203.88.4.0/23
INDID,203.88.18.0/23
INDID,203.88.20.0/23
INDID,203.88.1.32/27
INDID,203.88.12.0/22
INDID,203.88.0.0/25
INDID,203.88.1.64/26
INDID,203.88.28.0/24
INDID,203.88.29.0/24
INDID,203.88.25.0/24
INDID,112.110.240.0/24
INDID,203.88.24.0/21
INDID,203.88.27.160/29
INDID,203.88.27.168/29
INDID,112.110.69.0/24
INDID,112.110.70.0/24
INDID,112.110.76.0/24
INDIH,112.110.254.240/28
INDIH,112.110.34.0/24
INDIH,112.110.81.0/24
INDIH,112.110.243.0/24
INDIH,112.110.245.0/24
INDIH,112.110.255.0/24
INDIH,112.110.80.0/24
INDIH,112.110.129.0/24
INDIH,112.110.130.0/24
INDIH,112.110.131.0/24
INDIH,112.110.132.0/24
INDIH,112.110.254.0/24
INDIH,112.110.244.0/24
INDIH,112.110.84.0/24
INDIH,112.110.100.0/24
INDIH,112.110.101.0/24
INDIH,112.110.167.0/24
INDIH,112.110.160.0/24
INDIH,112.110.161.0/24
INDIH,112.110.163.0/24
INDIH,112.110.164.0/24
INDIH,112.110.165.0/24
INDIH,112.110.166.0/24
INDIH,112.110.82.0/24
INDIH,112.110.102.0/24
INDIH,112.110.108.0/24
INDIH,112.110.64.0/22
INDIH,112.110.68.0/24
INDIH,203.88.2.0/23
INDIH,203.88.4.0/23
INDIH,203.88.18.0/23
INDIH,203.88.20.0/23
INDIH,203.88.1.32/27
INDIH,203.88.12.0/22
INDIH,203.88.0.0/25
INDIH,203.88.1.64/26
INDIH,203.88.28.0/24
INDIH,203.88.29.0/24
INDIH,112.110.162.0/24
INDIH,203.88.25.0/24
INDIH,112.110.240.0/24
INDIH,203.88.24.0/21
INDIH,112.110.69.0/24
INDIH,112.110.70.0/24
INDIH,112.110.76.0/24
INDIK,112.110.244.224/27
INDIK,112.110.254.240/28
INDIK,112.110.130.16/28
INDIK,112.110.130.32/27
INDIK,112.110.132.72/29
INDIK,112.110.34.0/24
INDIK,112.110.81.0/24
INDIK,112.110.244.0/24
INDIK,112.110.243.0/24
INDIK,112.110.245.0/24
INDIK,112.110.254.0/24
INDIK,112.110.255.0/24
INDIK,112.110.80.0/24
INDIK,112.110.129.0/24
INDIK,112.110.130.0/24
INDIK,112.110.131.0/24
INDIK,112.110.132.0/24
INDIK,112.110.84.0/24
INDIK,112.110.100.0/24
INDIK,112.110.101.0/24
INDIK,112.110.167.0/24
INDIK,112.110.160.0/24
INDIK,112.110.161.0/24
INDIK,112.110.163.0/24
INDIK,112.110.164.0/24
INDIK,112.110.165.0/24
INDIK,112.110.166.0/24
INDIK,112.110.82.0/24
INDIK,112.110.102.0/24
INDIK,112.110.108.0/24
INDIK,112.110.64.0/22
INDIK,112.110.68.0/24
INDIK,203.88.2.0/23
INDIK,203.88.4.0/23
INDIK,203.88.18.0/23
INDIK,203.88.20.0/23
INDIK,203.88.1.32/27
INDIK,203.88.12.0/22
INDIK,203.88.0.0/25
INDIK,203.88.1.64/26
INDIK,203.88.28.0/24
INDIK,203.88.29.0/24
INDIK,203.88.25.0/24
INDIK,112.110.162.0/24
INDIK,112.110.240.0/24
INDIK,203.88.24.0/21
INDIK,112.110.69.0/24
INDIK,112.110.70.0/24
INDIK,112.110.76.0/24
INDIM,112.110.244.160/28
INDIM,112.110.245.160/29
INDIM,112.110.245.168/29
INDIM,112.110.245.176/28
INDIM,112.110.244.128/27
INDIM,112.110.34.0/24
INDIM,112.110.81.0/24
INDIM,112.110.244.0/24
INDIM,112.110.243.0/24
INDIM,112.110.245.0/24
INDIM,112.110.254.0/24
INDIM,112.110.255.0/24
INDIM,112.110.80.0/24
INDIM,112.110.129.0/24
INDIM,112.110.130.0/24
INDIM,112.110.131.0/24
INDIM,112.110.132.0/24
INDIM,112.110.243.64/27
INDIM,112.110.243.40/29
INDIM,112.110.243.48/28
INDIM,112.110.84.0/24
INDIM,112.110.100.0/24
INDIM,112.110.101.0/24
INDIM,112.110.167.0/24
INDIM,112.110.160.0/24
INDIM,112.110.161.0/24
INDIM,112.110.163.0/24
INDIM,112.110.164.0/24
INDIM,112.110.165.0/24
INDIM,112.110.166.0/24
INDIM,112.110.82.0/24
INDIM,112.110.102.0/24
INDIM,112.110.108.0/24
INDIM,112.110.64.0/22
INDIM,112.110.68.0/24
INDIM,203.88.2.0/23
INDIM,203.88.4.0/23
INDIM,203.88.18.0/23
INDIM,203.88.20.0/23
INDIM,203.88.1.32/27
INDIM,203.88.12.0/22
INDIM,203.88.0.0/25
INDIM,203.88.1.64/26
INDIM,203.88.28.0/24
INDIM,203.88.29.0/24
INDIM,203.88.25.0/24
INDIM,112.110.162.0/24
INDIM,112.110.240.0/24
INDIM,203.88.24.0/21
INDIM,203.88.11.64/27
INDIM,203.88.11.96/27
INDIM,112.110.69.0/24
INDIM,112.110.70.0/24
INDIM,112.110.76.0/24
INDIO,112.110.254.0/27
INDIO,112.110.254.96/27
INDIO,112.110.34.0/24
INDIO,112.110.244.0/24
INDIO,112.110.81.0/24
INDIO,112.110.243.0/24
INDIO,112.110.245.0/24
INDIO,112.110.255.0/24
INDIO,112.110.80.0/24
INDIO,112.110.129.0/24
INDIO,112.110.130.0/24
INDIO,112.110.131.0/24
INDIO,112.110.132.0/24
INDIO,112.110.84.0/24
INDIO,112.110.100.0/24
